"","Call.Id","Agent","Date","Time","Topic","Answered","Resolved","Speed_of_answer_in_seconds","AvgTalkDuration","Satisfaction_rating","AvgTalkDuration_seconds","AvgTalkDuration_minutes","Year","Month","Weekday","Hour","Time_Category"
"1077","ID1077","Becky",2021-01-19,"15:30:14","Streaming","Y","Y",103,"0:02:49",3,169.0782407,2.816666667,2021,1,"Tue",15,"Afternoon"
"1078","ID1078","Becky",2021-01-19,"15:30:14","Technical Support","Y","Y",18,"0:02:01",5,121.0560185,2.016666667,2021,1,"Tue",15,"Afternoon"
"1079","ID1079","Jim",2021-01-19,"15:34:34","Contract related","Y","Y",20,"0:02:27",4,147.0680556,2.45,2021,1,"Tue",15,"Afternoon"
"1080","ID1080","Greg",2021-01-19,"15:34:34","Payment related","Y","Y",93,"0:01:41",2,101.0467593,1.683333333,2021,1,"Tue",15,"Afternoon"
"1081","ID1081","Becky",2021-01-19,"15:54:43","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Tue",15,"Afternoon"
"1082","ID1082","Joe",2021-01-19,"15:54:43","Technical Support","Y","Y",63,"0:04:20",4,260.1203704,4.333333333,2021,1,"Tue",15,"Afternoon"
"1083","ID1083","Greg",2021-01-19,"16:09:07","Contract related","Y","Y",90,"0:06:32",4,392.1814815,6.533333333,2021,1,"Tue",16,"Afternoon"
"1084","ID1084","Dan",2021-01-19,"16:09:07","Contract related","Y","Y",43,"0:04:00",4,240.1111111,4,2021,1,"Tue",16,"Afternoon"
"1085","ID1085","Jim",2021-01-19,"16:40:48","Contract related","Y","N",105,"0:01:50",4,110.0509259,1.833333333,2021,1,"Tue",16,"Afternoon"
"1086","ID1086","Joe",2021-01-19,"16:40:48","Contract related","Y","Y",59,"0:05:10",5,310.1435185,5.166666667,2021,1,"Tue",16,"Afternoon"
"1087","ID1087","Joe",2021-01-19,"16:56:38","Admin Support","Y","Y",115,"0:06:47",4,407.1884259,6.783333333,2021,1,"Tue",16,"Afternoon"
"1088","ID1088","Dan",2021-01-19,"16:56:38","Payment related","Y","Y",106,"0:01:51",4,111.0513889,1.85,2021,1,"Tue",16,"Afternoon"
"1089","ID1089","Becky",2021-01-19,"17:15:22","Streaming","Y","Y",35,"0:00:59",3,59.02731481,0.983333333,2021,1,"Tue",17,"Afternoon"
"1090","ID1090","Diane",2021-01-19,"17:15:22","Contract related","Y","Y",48,"0:06:35",4,395.1828704,6.583333333,2021,1,"Tue",17,"Afternoon"
"1091","ID1091","Jim",2021-01-19,"17:24:00","Contract related","N","N",NA,"",NA,0,0,2021,1,"Tue",17,"Afternoon"
"1092","ID1092","Jim",2021-01-19,"17:24:00","Technical Support","Y","Y",56,"0:06:38",4,398.1842593,6.633333333,2021,1,"Tue",17,"Afternoon"
"1093","ID1093","Stewart",2021-01-20,"9:05:46","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Wed",9,"Morning"
"1094","ID1094","Stewart",2021-01-20,"9:05:46","Admin Support","Y","Y",99,"0:04:39",4,279.1291667,4.65,2021,1,"Wed",9,"Morning"
"1095","ID1095","Joe",2021-01-20,"9:46:05","Admin Support","Y","Y",71,"0:02:41",3,161.074537,2.683333333,2021,1,"Wed",9,"Morning"
"1096","ID1096","Stewart",2021-01-20,"9:46:05","Payment related","Y","Y",54,"0:04:24",4,264.1222222,4.4,2021,1,"Wed",9,"Morning"
"1097","ID1097","Greg",2021-01-20,"9:46:05","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Wed",9,"Morning"
"1098","ID1098","Dan",2021-01-20,"9:46:05","Payment related","N","N",NA,"",NA,0,0,2021,1,"Wed",9,"Morning"
"1099","ID1099","Jim",2021-01-20,"9:46:05","Streaming","Y","Y",54,"0:01:26",4,86.03981481,1.433333333,2021,1,"Wed",9,"Morning"
"1100","ID1100","Joe",2021-01-20,"9:46:05","Technical Support","Y","Y",62,"0:01:49",2,109.050463,1.816666667,2021,1,"Wed",9,"Morning"
"1101","ID1101","Stewart",2021-01-20,"10:22:05","Payment related","Y","Y",24,"0:04:08",4,248.1148148,4.133333333,2021,1,"Wed",10,"Morning"
"1102","ID1102","Jim",2021-01-20,"10:22:05","Admin Support","Y","Y",94,"0:04:10",5,250.1157407,4.166666667,2021,1,"Wed",10,"Morning"
"1103","ID1103","Becky",2021-01-20,"11:24:00","Payment related","Y","Y",43,"0:00:56",3,56.02592593,0.933333333,2021,1,"Wed",11,"Morning"
"1104","ID1104","Martha",2021-01-20,"11:24:00","Streaming","N","N",NA,"",NA,0,0,2021,1,"Wed",11,"Morning"
"1105","ID1105","Joe",2021-01-20,"12:00:00","Streaming","Y","Y",58,"0:04:14",5,254.1175926,4.233333333,2021,1,"Wed",12,"Morning"
"1106","ID1106","Greg",2021-01-20,"12:00:00","Payment related","Y","Y",15,"0:06:35",1,395.1828704,6.583333333,2021,1,"Wed",12,"Morning"
"1107","ID1107","Becky",2021-01-20,"12:07:12","Contract related","Y","Y",102,"0:01:16",1,76.03518519,1.266666667,2021,1,"Wed",12,"Morning"
"1108","ID1108","Greg",2021-01-20,"12:07:12","Contract related","Y","Y",40,"0:05:22",2,322.1490741,5.366666667,2021,1,"Wed",12,"Morning"
"1109","ID1109","Diane",2021-01-20,"12:27:22","Technical Support","Y","Y",63,"0:04:50",2,290.1342593,4.833333333,2021,1,"Wed",12,"Morning"
"1110","ID1110","Martha",2021-01-20,"12:27:22","Streaming","Y","Y",77,"0:06:22",4,382.1768519,6.366666667,2021,1,"Wed",12,"Morning"
"1111","ID1111","Martha",2021-01-20,"12:59:02","Technical Support","Y","Y",93,"0:05:30",4,330.1527778,5.5,2021,1,"Wed",12,"Morning"
"1112","ID1112","Becky",2021-01-20,"12:59:02","Streaming","Y","Y",101,"0:03:22",5,202.0935185,3.366666667,2021,1,"Wed",12,"Morning"
"1113","ID1113","Stewart",2021-01-20,"13:00:29","Payment related","Y","Y",34,"0:00:34",5,34.01574074,0.566666667,2021,1,"Wed",13,"Afternoon"
"1114","ID1114","Stewart",2021-01-20,"13:00:29","Payment related","Y","Y",64,"0:01:34",5,94.04351852,1.566666667,2021,1,"Wed",13,"Afternoon"
"1115","ID1115","Greg",2021-01-20,"13:26:24","Technical Support","Y","N",25,"0:06:32",3,392.1814815,6.533333333,2021,1,"Wed",13,"Afternoon"
"1116","ID1116","Jim",2021-01-20,"13:26:24","Admin Support","Y","Y",122,"0:02:13",4,133.0615741,2.216666667,2021,1,"Wed",13,"Afternoon"
"1117","ID1117","Stewart",2021-01-20,"13:26:24","Streaming","Y","Y",36,"0:01:01",4,61.02824074,1.016666667,2021,1,"Wed",13,"Afternoon"
"1118","ID1118","Stewart",2021-01-20,"13:26:24","Contract related","Y","Y",37,"0:01:34",3,94.04351852,1.566666667,2021,1,"Wed",13,"Afternoon"
"1119","ID1119","Joe",2021-01-20,"13:59:31","Streaming","Y","Y",112,"0:06:46",3,406.187963,6.766666667,2021,1,"Wed",13,"Afternoon"
"1120","ID1120","Diane",2021-01-20,"13:59:31","Payment related","N","N",NA,"",NA,0,0,2021,1,"Wed",13,"Afternoon"
"1121","ID1121","Jim",2021-01-20,"14:03:50","Admin Support","Y","Y",57,"0:04:53",3,293.1356481,4.883333333,2021,1,"Wed",14,"Afternoon"
"1122","ID1122","Jim",2021-01-20,"14:03:50","Admin Support","Y","Y",14,"0:02:28",3,148.0685185,2.466666667,2021,1,"Wed",14,"Afternoon"
"1123","ID1123","Becky",2021-01-20,"16:00:29","Admin Support","Y","Y",72,"0:04:11",2,251.1162037,4.183333333,2021,1,"Wed",16,"Afternoon"
"1124","ID1124","Becky",2021-01-20,"16:00:29","Admin Support","Y","Y",60,"0:06:32",3,392.1814815,6.533333333,2021,1,"Wed",16,"Afternoon"
"1125","ID1125","Becky",2021-01-20,"16:20:38","Payment related","Y","Y",52,"0:02:57",5,177.0819444,2.95,2021,1,"Wed",16,"Afternoon"
"1126","ID1126","Stewart",2021-01-20,"16:20:38","Contract related","N","N",NA,"",NA,0,0,2021,1,"Wed",16,"Afternoon"
"1127","ID1127","Joe",2021-01-20,"17:42:43","Streaming","Y","Y",73,"0:00:45",3,45.02083333,0.75,2021,1,"Wed",17,"Afternoon"
"1128","ID1128","Becky",2021-01-20,"17:42:43","Contract related","Y","Y",108,"0:02:20",4,140.0648148,2.333333333,2021,1,"Wed",17,"Afternoon"
"1129","ID1129","Joe",2021-01-20,"17:55:41","Streaming","Y","Y",50,"0:01:48",4,108.05,1.8,2021,1,"Wed",17,"Afternoon"
"1130","ID1130","Stewart",2021-01-20,"17:55:41","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Wed",17,"Afternoon"
"1131","ID1131","Joe",2021-01-20,"17:57:07","Admin Support","Y","N",100,"0:04:04",2,244.112963,4.066666667,2021,1,"Wed",17,"Afternoon"
"1132","ID1132","Joe",2021-01-20,"17:57:07","Technical Support","Y","Y",69,"0:01:22",3,82.03796296,1.366666667,2021,1,"Wed",17,"Afternoon"
"1133","ID1133","Becky",2021-01-21,"9:20:10","Streaming","Y","Y",39,"0:02:11",1,131.0606481,2.183333333,2021,1,"Thu",9,"Morning"
"1134","ID1134","Jim",2021-01-21,"9:20:10","Technical Support","Y","Y",71,"0:02:54",5,174.0805556,2.9,2021,1,"Thu",9,"Morning"
"1135","ID1135","Dan",2021-01-21,"9:37:26","Streaming","N","N",NA,"",NA,0,0,2021,1,"Thu",9,"Morning"
"1136","ID1136","Greg",2021-01-21,"9:37:26","Technical Support","Y","Y",79,"0:01:19",5,79.03657407,1.316666667,2021,1,"Thu",9,"Morning"
"1137","ID1137","Martha",2021-01-21,"9:56:10","Contract related","Y","Y",57,"0:05:24",3,324.15,5.4,2021,1,"Thu",9,"Morning"
"1138","ID1138","Diane",2021-01-21,"9:56:10","Admin Support","Y","Y",82,"0:04:53",4,293.1356481,4.883333333,2021,1,"Thu",9,"Morning"
"1139","ID1139","Jim",2021-01-21,"10:14:53","Contract related","Y","Y",73,"0:03:13",1,193.0893519,3.216666667,2021,1,"Thu",10,"Morning"
"1140","ID1140","Jim",2021-01-21,"10:14:53","Technical Support","Y","Y",110,"0:02:11",5,131.0606481,2.183333333,2021,1,"Thu",10,"Morning"
"1141","ID1141","Martha",2021-01-21,"10:19:12","Admin Support","Y","Y",106,"0:01:49",5,109.050463,1.816666667,2021,1,"Thu",10,"Morning"
"1142","ID1142","Jim",2021-01-21,"10:19:12","Streaming","Y","Y",92,"0:02:13",4,133.0615741,2.216666667,2021,1,"Thu",10,"Morning"
"1143","ID1143","Greg",2021-01-21,"10:24:58","Streaming","Y","Y",28,"0:06:00",4,360.1666667,6,2021,1,"Thu",10,"Morning"
"1144","ID1144","Martha",2021-01-21,"10:24:58","Contract related","Y","Y",108,"0:06:02",1,362.1675926,6.033333333,2021,1,"Thu",10,"Morning"
"1145","ID1145","Becky",2021-01-21,"10:53:46","Streaming","Y","Y",57,"0:01:47",4,107.049537,1.783333333,2021,1,"Thu",10,"Morning"
"1146","ID1146","Martha",2021-01-21,"10:53:46","Contract related","Y","Y",109,"0:05:56",3,356.1648148,5.933333333,2021,1,"Thu",10,"Morning"
"1147","ID1147","Greg",2021-01-21,"10:59:31","Contract related","Y","Y",55,"0:01:37",2,97.04490741,1.616666667,2021,1,"Thu",10,"Morning"
"1148","ID1148","Martha",2021-01-21,"10:59:31","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Thu",10,"Morning"
"1149","ID1149","Dan",2021-01-21,"11:15:22","Payment related","Y","Y",68,"0:06:53",1,413.1912037,6.883333333,2021,1,"Thu",11,"Morning"
"1150","ID1150","Jim",2021-01-21,"11:15:22","Admin Support","Y","N",46,"0:00:34",3,34.01574074,0.566666667,2021,1,"Thu",11,"Morning"
"1151","ID1151","Jim",2021-01-21,"12:02:53","Technical Support","Y","Y",30,"0:04:59",3,299.1384259,4.983333333,2021,1,"Thu",12,"Morning"
"1152","ID1152","Martha",2021-01-21,"12:02:53","Admin Support","Y","Y",107,"0:00:50",4,50.02314815,0.833333333,2021,1,"Thu",12,"Morning"
"1153","ID1153","Greg",2021-01-21,"12:02:53","Technical Support","Y","Y",122,"0:06:25",5,385.1782407,6.416666667,2021,1,"Thu",12,"Morning"
"1154","ID1154","Martha",2021-01-21,"12:02:53","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Thu",12,"Morning"
"1155","ID1155","Stewart",2021-01-21,"12:07:12","Technical Support","Y","Y",18,"0:00:37",5,37.01712963,0.616666667,2021,1,"Thu",12,"Morning"
"1156","ID1156","Joe",2021-01-21,"12:07:12","Streaming","N","N",NA,"",NA,0,0,2021,1,"Thu",12,"Morning"
"1157","ID1157","Joe",2021-01-21,"15:47:31","Payment related","N","N",NA,"",NA,0,0,2021,1,"Thu",15,"Afternoon"
"1158","ID1158","Joe",2021-01-21,"15:47:31","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Thu",15,"Afternoon"
"1159","ID1159","Martha",2021-01-21,"15:48:58","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Thu",15,"Afternoon"
"1160","ID1160","Stewart",2021-01-21,"15:48:58","Streaming","Y","Y",99,"0:02:14",4,134.062037,2.233333333,2021,1,"Thu",15,"Afternoon"
"1161","ID1161","Dan",2021-01-21,"16:03:22","Contract related","Y","Y",52,"0:01:47",2,107.049537,1.783333333,2021,1,"Thu",16,"Afternoon"
"1162","ID1162","Martha",2021-01-21,"16:03:22","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Thu",16,"Afternoon"
"1163","ID1163","Becky",2021-01-21,"16:20:38","Payment related","N","N",NA,"",NA,0,0,2021,1,"Thu",16,"Afternoon"
"1164","ID1164","Jim",2021-01-21,"16:20:38","Contract related","Y","Y",79,"0:00:47",3,47.02175926,0.783333333,2021,1,"Thu",16,"Afternoon"
"1165","ID1165","Martha",2021-01-21,"16:29:17","Streaming","Y","Y",112,"0:02:51",5,171.0791667,2.85,2021,1,"Thu",16,"Afternoon"
"1166","ID1166","Diane",2021-01-21,"16:29:17","Payment related","Y","Y",16,"0:04:23",3,263.1217593,4.383333333,2021,1,"Thu",16,"Afternoon"
"1167","ID1167","Joe",2021-01-21,"16:46:34","Contract related","Y","Y",22,"0:06:58",3,418.1935185,6.966666667,2021,1,"Thu",16,"Afternoon"
"1168","ID1168","Dan",2021-01-21,"16:46:34","Contract related","Y","Y",115,"0:01:25",1,85.03935185,1.416666667,2021,1,"Thu",16,"Afternoon"
"1169","ID1169","Dan",2021-01-21,"17:11:02","Technical Support","Y","Y",125,"0:04:37",4,277.1282407,4.616666667,2021,1,"Thu",17,"Afternoon"
"1170","ID1170","Martha",2021-01-21,"17:11:02","Payment related","Y","Y",68,"0:05:06",3,306.1416667,5.1,2021,1,"Thu",17,"Afternoon"
"1171","ID1171","Jim",2021-01-21,"17:26:53","Technical Support","Y","Y",44,"0:01:16",4,76.03518519,1.266666667,2021,1,"Thu",17,"Afternoon"
"1172","ID1172","Becky",2021-01-21,"17:26:53","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Thu",17,"Afternoon"
"1173","ID1173","Stewart",2021-01-21,"17:26:53","Streaming","Y","Y",119,"0:00:42",4,42.01944444,0.7,2021,1,"Thu",17,"Afternoon"
"1174","ID1174","Martha",2021-01-21,"17:26:53","Streaming","Y","Y",62,"0:00:54",5,54.025,0.9,2021,1,"Thu",17,"Afternoon"
"1175","ID1175","Greg",2021-01-21,"17:26:53","Streaming","Y","Y",84,"0:06:04",5,364.1685185,6.066666667,2021,1,"Thu",17,"Afternoon"
"1176","ID1176","Martha",2021-01-21,"17:26:53","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Thu",17,"Afternoon"
"1177","ID1177","Greg",2021-01-21,"17:36:58","Streaming","Y","Y",75,"0:06:28",4,388.1796296,6.466666667,2021,1,"Thu",17,"Afternoon"
"1178","ID1178","Martha",2021-01-21,"17:36:58","Payment related","Y","Y",114,"0:02:54",4,174.0805556,2.9,2021,1,"Thu",17,"Afternoon"
"1179","ID1179","Dan",2021-01-21,"17:38:24","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Thu",17,"Afternoon"
"1180","ID1180","Stewart",2021-01-21,"17:38:24","Admin Support","Y","Y",21,"0:02:10",4,130.0601852,2.166666667,2021,1,"Thu",17,"Afternoon"
"1181","ID1181","Stewart",2021-01-22,"9:11:31","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Fri",9,"Morning"
"1182","ID1182","Diane",2021-01-22,"9:11:31","Admin Support","Y","Y",20,"0:01:08",3,68.03148148,1.133333333,2021,1,"Fri",9,"Morning"
"1183","ID1183","Diane",2021-01-22,"9:11:31","Technical Support","Y","Y",112,"0:03:37",1,217.100463,3.616666667,2021,1,"Fri",9,"Morning"
"1184","ID1184","Becky",2021-01-22,"9:11:31","Streaming","Y","Y",85,"0:05:24",4,324.15,5.4,2021,1,"Fri",9,"Morning"
"1185","ID1185","Martha",2021-01-22,"9:24:29","Admin Support","Y","Y",34,"0:06:07",3,367.1699074,6.116666667,2021,1,"Fri",9,"Morning"
"1186","ID1186","Diane",2021-01-22,"9:24:29","Streaming","Y","Y",53,"0:05:02",4,302.1398148,5.033333333,2021,1,"Fri",9,"Morning"
"1187","ID1187","Martha",2021-01-22,"9:48:58","Streaming","Y","Y",103,"0:02:14",5,134.062037,2.233333333,2021,1,"Fri",9,"Morning"
"1188","ID1188","Becky",2021-01-22,"9:48:58","Contract related","Y","Y",98,"0:06:53",4,413.1912037,6.883333333,2021,1,"Fri",9,"Morning"
"1189","ID1189","Becky",2021-01-22,"9:59:02","Technical Support","Y","Y",23,"0:04:44",1,284.1314815,4.733333333,2021,1,"Fri",9,"Morning"
"1190","ID1190","Martha",2021-01-22,"9:59:02","Admin Support","Y","Y",53,"0:01:17",2,77.03564815,1.283333333,2021,1,"Fri",9,"Morning"
"1191","ID1191","Becky",2021-01-22,"10:37:55","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Fri",10,"Morning"
"1192","ID1192","Diane",2021-01-22,"10:37:55","Contract related","Y","N",55,"0:04:40",4,280.1296296,4.666666667,2021,1,"Fri",10,"Morning"
"1193","ID1193","Martha",2021-01-22,"11:39:50","Admin Support","Y","Y",77,"0:05:02",5,302.1398148,5.033333333,2021,1,"Fri",11,"Morning"
"1194","ID1194","Becky",2021-01-22,"11:39:50","Technical Support","Y","Y",46,"0:06:05",3,365.1689815,6.083333333,2021,1,"Fri",11,"Morning"
"1195","ID1195","Greg",2021-01-22,"11:42:43","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Fri",11,"Morning"
"1196","ID1196","Martha",2021-01-22,"11:42:43","Payment related","Y","Y",39,"0:05:05",4,305.1412037,5.083333333,2021,1,"Fri",11,"Morning"
"1197","ID1197","Greg",2021-01-22,"11:55:41","Payment related","Y","Y",13,"0:07:00",3,420.1944444,7,2021,1,"Fri",11,"Morning"
"1198","ID1198","Jim",2021-01-22,"11:55:41","Admin Support","Y","Y",84,"0:05:34",5,334.1546296,5.566666667,2021,1,"Fri",11,"Morning"
"1199","ID1199","Dan",2021-01-22,"11:55:41","Admin Support","Y","Y",60,"0:04:46",3,286.1324074,4.766666667,2021,1,"Fri",11,"Morning"
"1200","ID1200","Dan",2021-01-22,"11:55:41","Admin Support","Y","Y",32,"0:00:35",5,35.0162037,0.583333333,2021,1,"Fri",11,"Morning"
"1201","ID1201","Stewart",2021-01-22,"12:47:31","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Fri",12,"Morning"
"1202","ID1202","Greg",2021-01-22,"12:47:31","Contract related","N","N",NA,"",NA,0,0,2021,1,"Fri",12,"Morning"
"1203","ID1203","Joe",2021-01-22,"14:19:41","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Fri",14,"Afternoon"
"1204","ID1204","Dan",2021-01-22,"14:19:41","Payment related","Y","Y",67,"0:06:42",4,402.1861111,6.7,2021,1,"Fri",14,"Afternoon"
"1205","ID1205","Stewart",2021-01-22,"14:22:34","Streaming","Y","N",94,"0:03:58",4,238.1101852,3.966666667,2021,1,"Fri",14,"Afternoon"
"1206","ID1206","Stewart",2021-01-22,"14:22:34","Streaming","Y","Y",92,"0:06:10",1,370.1712963,6.166666667,2021,1,"Fri",14,"Afternoon"
"1207","ID1207","Becky",2021-01-22,"14:44:10","Streaming","Y","Y",35,"0:01:10",3,70.03240741,1.166666667,2021,1,"Fri",14,"Afternoon"
"1208","ID1208","Diane",2021-01-22,"14:44:10","Admin Support","Y","Y",57,"0:01:21",5,81.0375,1.35,2021,1,"Fri",14,"Afternoon"
"1209","ID1209","Stewart",2021-01-22,"14:48:29","Streaming","N","N",NA,"",NA,0,0,2021,1,"Fri",14,"Afternoon"
"1210","ID1210","Jim",2021-01-22,"14:48:29","Admin Support","Y","Y",15,"0:04:55",4,295.1365741,4.916666667,2021,1,"Fri",14,"Afternoon"
"1211","ID1211","Becky",2021-01-22,"14:49:55","Admin Support","Y","N",54,"0:03:15",5,195.0902778,3.25,2021,1,"Fri",14,"Afternoon"
"1212","ID1212","Greg",2021-01-22,"14:49:55","Payment related","Y","Y",99,"0:01:00",1,60.02777778,1,2021,1,"Fri",14,"Afternoon"
"1213","ID1213","Martha",2021-01-22,"15:30:14","Contract related","N","N",NA,"",NA,0,0,2021,1,"Fri",15,"Afternoon"
"1214","ID1214","Jim",2021-01-22,"15:30:14","Streaming","N","N",NA,"",NA,0,0,2021,1,"Fri",15,"Afternoon"
"1215","ID1215","Martha",2021-01-22,"15:56:10","Streaming","N","N",NA,"",NA,0,0,2021,1,"Fri",15,"Afternoon"
"1216","ID1216","Martha",2021-01-22,"15:56:10","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Fri",15,"Afternoon"
"1217","ID1217","Martha",2021-01-22,"16:01:55","Payment related","N","N",NA,"",NA,0,0,2021,1,"Fri",16,"Afternoon"
"1218","ID1218","Becky",2021-01-22,"16:01:55","Streaming","Y","Y",78,"0:01:05",5,65.03009259,1.083333333,2021,1,"Fri",16,"Afternoon"
"1219","ID1219","Greg",2021-01-22,"16:39:22","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Fri",16,"Afternoon"
"1220","ID1220","Jim",2021-01-22,"16:39:22","Payment related","Y","N",35,"0:05:09",5,309.1430556,5.15,2021,1,"Fri",16,"Afternoon"
"1221","ID1221","Becky",2021-01-22,"16:50:53","Contract related","N","N",NA,"",NA,0,0,2021,1,"Fri",16,"Afternoon"
"1222","ID1222","Stewart",2021-01-22,"16:50:53","Contract related","Y","Y",33,"0:06:09",5,369.1708333,6.15,2021,1,"Fri",16,"Afternoon"
"1223","ID1223","Greg",2021-01-22,"16:56:38","Streaming","Y","Y",72,"0:04:09",5,249.1152778,4.15,2021,1,"Fri",16,"Afternoon"
"1224","ID1224","Joe",2021-01-22,"16:56:38","Technical Support","Y","N",82,"0:05:02",1,302.1398148,5.033333333,2021,1,"Fri",16,"Afternoon"
"1225","ID1225","Greg",2021-01-22,"17:25:26","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Fri",17,"Afternoon"
"1226","ID1226","Greg",2021-01-22,"17:25:26","Payment related","Y","Y",115,"0:04:12",5,252.1166667,4.2,2021,1,"Fri",17,"Afternoon"
"1227","ID1227","Diane",2021-01-22,"17:38:24","Streaming","Y","Y",64,"0:01:42",3,102.0472222,1.7,2021,1,"Fri",17,"Afternoon"
"1228","ID1228","Martha",2021-01-22,"17:38:24","Technical Support","N","N",NA,"",NA,0,0,2021,1,"Fri",17,"Afternoon"
"1229","ID1229","Jim",2021-01-22,"17:47:02","Payment related","Y","Y",71,"0:04:01",2,241.1115741,4.016666667,2021,1,"Fri",17,"Afternoon"
"1230","ID1230","Becky",2021-01-22,"17:47:02","Streaming","Y","N",50,"0:05:08",3,308.1425926,5.133333333,2021,1,"Fri",17,"Afternoon"
"1231","ID1231","Greg",2021-01-23,"9:31:41","Streaming","Y","Y",116,"0:01:13",2,73.0337963,1.216666667,2021,1,"Sat",9,"Morning"
"1232","ID1232","Martha",2021-01-23,"9:31:41","Admin Support","Y","Y",52,"0:01:27",5,87.04027778,1.45,2021,1,"Sat",9,"Morning"
"1233","ID1233","Greg",2021-01-23,"9:40:19","Technical Support","Y","Y",112,"0:03:37",5,217.100463,3.616666667,2021,1,"Sat",9,"Morning"
"1234","ID1234","Stewart",2021-01-23,"9:40:19","Admin Support","Y","Y",116,"0:02:42",3,162.075,2.7,2021,1,"Sat",9,"Morning"
"1235","ID1235","Becky",2021-01-23,"9:51:50","Payment related","Y","N",112,"0:06:18",2,378.175,6.3,2021,1,"Sat",9,"Morning"
"1236","ID1236","Dan",2021-01-23,"9:51:50","Streaming","Y","Y",53,"0:05:46",4,346.1601852,5.766666667,2021,1,"Sat",9,"Morning"
"1237","ID1237","Diane",2021-01-23,"9:57:36","Admin Support","Y","Y",12,"0:05:31",3,331.1532407,5.516666667,2021,1,"Sat",9,"Morning"
"1238","ID1238","Joe",2021-01-23,"9:57:36","Technical Support","Y","N",120,"0:00:54",4,54.025,0.9,2021,1,"Sat",9,"Morning"
"1239","ID1239","Diane",2021-01-23,"10:49:26","Admin Support","N","N",NA,"",NA,0,0,2021,1,"Sat",10,"Morning"
"1240","ID1240","Dan",2021-01-23,"10:49:26","Technical Support","Y","Y",118,"0:02:49",4,169.0782407,2.816666667,2021,1,"Sat",10,"Morning"
"1241","ID1241","Jim",2021-01-23,"11:00:58","Contract related","Y","Y",121,"0:02:49",2,169.0782407,2.816666667,2021,1,"Sat",11,"Morning"
"1242","ID1242","Martha",2021-01-23,"11:00:58","Streaming","Y","Y",83,"0:06:48",5,408.1888889,6.8,2021,1,"Sat",11,"Morning"
"1243","ID1243","Joe",2021-01-23,"11:18:14","Streaming","Y","Y",84,"0:01:21",5,81.0375,1.35,2021,1,"Sat",11,"Morning"
"1244","ID1244","Becky",2021-01-23,"11:18:14","Payment related","Y","N",63,"0:05:00",4,300.1388889,5,2021,1,"Sat",11,"Morning"
"1245","ID1245","Jim",2021-01-23,"11:29:46","Technical Support","Y","Y",33,"0:03:29",3,209.0967593,3.483333333,2021,1,"Sat",11,"Morning"
"1246","ID1246","Dan",2021-01-23,"11:29:46","Contract related","N","N",NA,"",NA,0,0,2021,1,"Sat",11,"Morning"
"1247","ID1247","Greg",2021-01-23,"11:32:38","Admin Support","Y","N",10,"0:01:01",5,61.02824074,1.016666667,2021,1,"Sat",11,"Morning"
"1248","ID1248","Joe",2021-01-23,"11:32:38","Admin Support","Y","Y",100,"0:00:42",5,42.01944444,0.7,2021,1,"Sat",11,"Morning"
"1249","ID1249","Diane",2021-01-23,"11:35:31","Contract related","Y","Y",110,"0:05:03",5,303.1402778,5.05,2021,1,"Sat",11,"Morning"
"1250","ID1250","Stewart",2021-01-23,"11:35:31","Payment related","Y","Y",28,"0:05:16",2,316.1462963,5.266666667,2021,1,"Sat",11,"Morning"
"1251","ID1251","Joe",2021-01-23,"11:36:58","Admin Support","Y","Y",74,"0:01:15",3,75.03472222,1.25,2021,1,"Sat",11,"Morning"
"1252","ID1252","Jim",2021-01-23,"11:36:58","Admin Support","Y","Y",18,"0:01:21",3,81.0375,1.35,2021,1,"Sat",11,"Morning"
"1253","ID1253","Becky",2021-01-23,"11:44:10","Streaming","Y","Y",22,"0:06:12",3,372.1722222,6.2,2021,1,"Sat",11,"Morning"
"1254","ID1254","Diane",2021-01-23,"11:44:10","Streaming","N","N",NA,"",NA,0,0,2021,1,"Sat",11,"Morning"
"1255","ID1255","Martha",2021-01-23,"11:55:41","Contract related","Y","Y",15,"0:03:37",3,217.100463,3.616666667,2021,1,"Sat",11,"Morning"
"1256","ID1256","Martha",2021-01-23,"11:55:41","Admin Support","Y","Y",120,"0:04:12",2,252.1166667,4.2,2021,1,"Sat",11,"Morning"
